料号	品牌	型号	官网地址	三维模型搜索	图像搜索
UC3020040075	旭山機電	波紋管Ø22MM	//duckduckgo.com/l/?uddg=https%3A%2F%2Fwww.shuztung.com.tw%2Fzh%2DTW%2Findex%2Findex.html&rut=bfb94a7d85d4fdf11fb9d6c5de6e3c24a3f4741eb03b1a02ba51c10e0f5e39ba	https://www.bing.com/search?q=%E6%97%AD%E5%B1%B1%E6%A9%9F%E9%9B%BB%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%C3%9822MM%203D%20model	https://www.bing.com/images/search?q=%E6%97%AD%E5%B1%B1%E6%A9%9F%E9%9B%BB%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%C3%9822MM
UC3020040076	旭山機電	波紋管接頭Ø10MM	//duckduckgo.com/l/?uddg=https%3A%2F%2Fwww.shuztung.com.tw%2Fzh%2DTW%2Findex%2Findex.html&rut=bfb94a7d85d4fdf11fb9d6c5de6e3c24a3f4741eb03b1a02ba51c10e0f5e39ba	https://www.bing.com/search?q=%E6%97%AD%E5%B1%B1%E6%A9%9F%E9%9B%BB%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%E6%8E%A5%E9%A0%AD%C3%9810MM%203D%20model	https://www.bing.com/images/search?q=%E6%97%AD%E5%B1%B1%E6%A9%9F%E9%9B%BB%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%E6%8E%A5%E9%A0%AD%C3%9810MM
UC3020040077	旭山機電	波紋管接頭Ø20MM	//duckduckgo.com/l/?uddg=https%3A%2F%2Fwww.shuztung.com.tw%2Fzh%2DTW%2Findex%2Findex.html&rut=bfb94a7d85d4fdf11fb9d6c5de6e3c24a3f4741eb03b1a02ba51c10e0f5e39ba	https://www.bing.com/search?q=%E6%97%AD%E5%B1%B1%E6%A9%9F%E9%9B%BB%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%E6%8E%A5%E9%A0%AD%C3%9820MM%203D%20model	https://www.bing.com/images/search?q=%E6%97%AD%E5%B1%B1%E6%A9%9F%E9%9B%BB%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%E6%8E%A5%E9%A0%AD%C3%9820MM
UC3020040078	旭山機電	3.5-4B	//duckduckgo.com/l/?uddg=https%3A%2F%2Fwww.shuztung.com.tw%2Fzh%2DTW%2Findex%2Findex.html&rut=bfb94a7d85d4fdf11fb9d6c5de6e3c24a3f4741eb03b1a02ba51c10e0f5e39ba	https://www.bing.com/search?q=%E6%97%AD%E5%B1%B1%E6%A9%9F%E9%9B%BB%203.5-4B%203D%20model	https://www.bing.com/images/search?q=%E6%97%AD%E5%B1%B1%E6%A9%9F%E9%9B%BB%203.5-4B
UC3020040079	旭山機電	2-3.5SB	//duckduckgo.com/l/?uddg=https%3A%2F%2Fwww.shuztung.com.tw%2Fzh%2DTW%2Findex%2Findex.html&rut=bfb94a7d85d4fdf11fb9d6c5de6e3c24a3f4741eb03b1a02ba51c10e0f5e39ba	https://www.bing.com/search?q=%E6%97%AD%E5%B1%B1%E6%A9%9F%E9%9B%BB%202-3.5SB%203D%20model	https://www.bing.com/images/search?q=%E6%97%AD%E5%B1%B1%E6%A9%9F%E9%9B%BB%202-3.5SB
UC3020040080	天得	TN2-B2		https://www.bing.com/search?q=%E5%A4%A9%E5%BE%97%20TN2-B2%203D%20model	https://www.bing.com/images/search?q=%E5%A4%A9%E5%BE%97%20TN2-B2
UC3020040082	長虹	M20塞頭帶螺母		https://www.bing.com/search?q=%E9%95%B7%E8%99%B9%20M20%E5%A1%9E%E9%A0%AD%E5%B8%B6%E8%9E%BA%E6%AF%8D%203D%20model	https://www.bing.com/images/search?q=%E9%95%B7%E8%99%B9%20M20%E5%A1%9E%E9%A0%AD%E5%B8%B6%E8%9E%BA%E6%AF%8D
UC3020040083	米思米	CABSNT-M20-50P		https://www.bing.com/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20CABSNT-M20-50P%203D%20model	https://www.bing.com/images/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20CABSNT-M20-50P
UC3020040084	無	展开宽度152（最大线束直径40）,BZRR-40-10		https://www.bing.com/search?q=%E7%84%A1%20%E5%B1%95%E5%BC%80%E5%AE%BD%E5%BA%A6152%EF%BC%88%E6%9C%80%E5%A4%A7%E7%BA%BF%E6%9D%9F%E7%9B%B4%E5%BE%8440%EF%BC%89%2CBZRR-40-10%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20%E5%B1%95%E5%BC%80%E5%AE%BD%E5%BA%A6152%EF%BC%88%E6%9C%80%E5%A4%A7%E7%BA%BF%E6%9D%9F%E7%9B%B4%E5%BE%8440%EF%BC%89%2CBZRR-40-10
UC3020040085	禾陽	德標PG21，英制G3/4		https://www.bing.com/search?q=%E7%A6%BE%E9%99%BD%20%E5%BE%B7%E6%A8%99PG21%EF%BC%8C%E8%8B%B1%E5%88%B6G3/4%203D%20model	https://www.bing.com/images/search?q=%E7%A6%BE%E9%99%BD%20%E5%BE%B7%E6%A8%99PG21%EF%BC%8C%E8%8B%B1%E5%88%B6G3/4
UC3020040086	禾陽	鍍鋅軟管，內徑20mm，外徑25mm		https://www.bing.com/search?q=%E7%A6%BE%E9%99%BD%20%E9%8D%8D%E9%8B%85%E8%BB%9F%E7%AE%A1%EF%BC%8C%E5%85%A7%E5%BE%9120mm%EF%BC%8C%E5%A4%96%E5%BE%9125mm%203D%20model	https://www.bing.com/images/search?q=%E7%A6%BE%E9%99%BD%20%E9%8D%8D%E9%8B%85%E8%BB%9F%E7%AE%A1%EF%BC%8C%E5%85%A7%E5%BE%9120mm%EF%BC%8C%E5%A4%96%E5%BE%9125mm
UC3020040087	天得	TN2-B1		https://www.bing.com/search?q=%E5%A4%A9%E5%BE%97%20TN2-B1%203D%20model	https://www.bing.com/images/search?q=%E5%A4%A9%E5%BE%97%20TN2-B1
UC3020040088	卡泰	CTBX65-4/22		https://www.bing.com/search?q=%E5%8D%A1%E6%B3%B0%20CTBX65-4/22%203D%20model	https://www.bing.com/images/search?q=%E5%8D%A1%E6%B3%B0%20CTBX65-4/22
UC3020040089	卡泰	CTBX45-4/22		https://www.bing.com/search?q=%E5%8D%A1%E6%B3%B0%20CTBX45-4/22%203D%20model	https://www.bing.com/images/search?q=%E5%8D%A1%E6%B3%B0%20CTBX45-4/22
UC3020040090	高升五金	波紋管Ø12MM		https://www.bing.com/search?q=%E9%AB%98%E5%8D%87%E4%BA%94%E9%87%91%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%C3%9812MM%203D%20model	https://www.bing.com/images/search?q=%E9%AB%98%E5%8D%87%E4%BA%94%E9%87%91%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%C3%9812MM
UC3020040091	高升五金	波紋管Ø22MM		https://www.bing.com/search?q=%E9%AB%98%E5%8D%87%E4%BA%94%E9%87%91%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%C3%9822MM%203D%20model	https://www.bing.com/images/search?q=%E9%AB%98%E5%8D%87%E4%BA%94%E9%87%91%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%C3%9822MM
UC3020040092	台達	DPA-FMKit		https://www.bing.com/search?q=%E5%8F%B0%E9%81%94%20DPA-FMKit%203D%20model	https://www.bing.com/images/search?q=%E5%8F%B0%E9%81%94%20DPA-FMKit
UC3020040093	禾阳	内径20MM,外径25MM		https://www.bing.com/search?q=%E7%A6%BE%E9%98%B3%20%E5%86%85%E5%BE%8420MM%2C%E5%A4%96%E5%BE%8425MM%203D%20model	https://www.bing.com/images/search?q=%E7%A6%BE%E9%98%B3%20%E5%86%85%E5%BE%8420MM%2C%E5%A4%96%E5%BE%8425MM
UC3020040094	無	波紋管接頭Ø10MM		https://www.bing.com/search?q=%E7%84%A1%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%E6%8E%A5%E9%A0%AD%C3%9810MM%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%E6%8E%A5%E9%A0%AD%C3%9810MM
UC3020040095	無	波紋管接頭Ø20MM		https://www.bing.com/search?q=%E7%84%A1%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%E6%8E%A5%E9%A0%AD%C3%9820MM%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%E6%8E%A5%E9%A0%AD%C3%9820MM
UC3020040099	米思米	EMS3057A-6		https://www.bing.com/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20EMS3057A-6%203D%20model	https://www.bing.com/images/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20EMS3057A-6
UC3020040100	台達	DPA-PFKit		https://www.bing.com/search?q=%E5%8F%B0%E9%81%94%20DPA-PFKit%203D%20model	https://www.bing.com/images/search?q=%E5%8F%B0%E9%81%94%20DPA-PFKit
UC3020040101	無	波紋管Ø35MM		https://www.bing.com/search?q=%E7%84%A1%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%C3%9835MM%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%C3%9835MM
UC3020040102	無	波紋管接頭Ø35MM		https://www.bing.com/search?q=%E7%84%A1%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%E6%8E%A5%E9%A0%AD%C3%9835MM%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20%E6%B3%A2%E7%B4%8B%E7%AE%A1%E6%8E%A5%E9%A0%AD%C3%9835MM
UC3020040108	米思米	CRMPMB-M12-4578		https://www.bing.com/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20CRMPMB-M12-4578%203D%20model	https://www.bing.com/images/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20CRMPMB-M12-4578
UC3020040117	金福隆	AD25	//duckduckgo.com/l/?uddg=https%3A%2F%2Fwww.jflo.com.cn%2F&rut=9f06c4f25263ed3e5716ebf4ea68c2838facbdb4f5a7c718c0444848c7faf679	https://www.bing.com/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20AD25%203D%20model	https://www.bing.com/images/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20AD25
UC3020040118	金福隆	M25*1.5/AD25	//duckduckgo.com/l/?uddg=https%3A%2F%2Fwww.jflo.com.cn%2F&rut=9f06c4f25263ed3e5716ebf4ea68c2838facbdb4f5a7c718c0444848c7faf679	https://www.bing.com/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20M25%2A1.5/AD25%203D%20model	https://www.bing.com/images/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20M25%2A1.5/AD25
UC3020040119	向虹塑料	SWB-10(黑色)		https://www.bing.com/search?q=%E5%90%91%E8%99%B9%E5%A1%91%E6%96%99%20SWB-10%28%E9%BB%91%E8%89%B2%29%203D%20model	https://www.bing.com/images/search?q=%E5%90%91%E8%99%B9%E5%A1%91%E6%96%99%20SWB-10%28%E9%BB%91%E8%89%B2%29
UC3020040120	天得	TN2-B6		https://www.bing.com/search?q=%E5%A4%A9%E5%BE%97%20TN2-B6%203D%20model	https://www.bing.com/images/search?q=%E5%A4%A9%E5%BE%97%20TN2-B6
UC3020040127	米思米	T18R-TZ-50P		https://www.bing.com/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20T18R-TZ-50P%203D%20model	https://www.bing.com/images/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20T18R-TZ-50P
UC3020040128	無	手持触摸屏安装盒,維綸10寸人機用,配急停按鈕		https://www.bing.com/search?q=%E7%84%A1%20%E6%89%8B%E6%8C%81%E8%A7%A6%E6%91%B8%E5%B1%8F%E5%AE%89%E8%A3%85%E7%9B%92%2C%E7%B6%AD%E7%B6%B810%E5%AF%B8%E4%BA%BA%E6%A9%9F%E7%94%A8%2C%E9%85%8D%E6%80%A5%E5%81%9C%E6%8C%89%E9%88%95%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20%E6%89%8B%E6%8C%81%E8%A7%A6%E6%91%B8%E5%B1%8F%E5%AE%89%E8%A3%85%E7%9B%92%2C%E7%B6%AD%E7%B6%B810%E5%AF%B8%E4%BA%BA%E6%A9%9F%E7%94%A8%2C%E9%85%8D%E6%80%A5%E5%81%9C%E6%8C%89%E9%88%95
UC3020040129	米思米	線夾鉗KSK-150		https://www.bing.com/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20%E7%B7%9A%E5%A4%BE%E9%89%97KSK-150%203D%20model	https://www.bing.com/images/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20%E7%B7%9A%E5%A4%BE%E9%89%97KSK-150
UC3020040130	米思米	線夾鉗KSK-100		https://www.bing.com/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20%E7%B7%9A%E5%A4%BE%E9%89%97KSK-100%203D%20model	https://www.bing.com/images/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20%E7%B7%9A%E5%A4%BE%E9%89%97KSK-100
UC3020040131	米思米	線夾鉗蓋CMK-150-75		https://www.bing.com/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20%E7%B7%9A%E5%A4%BE%E9%89%97%E8%93%8BCMK-150-75%203D%20model	https://www.bing.com/images/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20%E7%B7%9A%E5%A4%BE%E9%89%97%E8%93%8BCMK-150-75
UC3020040132	米思米	線夾鉗蓋CMK-100-75		https://www.bing.com/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20%E7%B7%9A%E5%A4%BE%E9%89%97%E8%93%8BCMK-100-75%203D%20model	https://www.bing.com/images/search?q=%E7%B1%B3%E6%80%9D%E7%B1%B3%20%E7%B7%9A%E5%A4%BE%E9%89%97%E8%93%8BCMK-100-75
UC3020040133	亞德客	F-MQ-S10		https://www.bing.com/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-MQ-S10%203D%20model	https://www.bing.com/images/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-MQ-S10
UC3020040135	金福隆	PG16	//duckduckgo.com/l/?uddg=https%3A%2F%2Fwww.jflo.com.cn%2F&rut=9f06c4f25263ed3e5716ebf4ea68c2838facbdb4f5a7c718c0444848c7faf679	https://www.bing.com/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20PG16%203D%20model	https://www.bing.com/images/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20PG16
UC3020040137	金福隆	PG29	//duckduckgo.com/l/?uddg=https%3A%2F%2Fwww.jflo.com.cn%2F&rut=9f06c4f25263ed3e5716ebf4ea68c2838facbdb4f5a7c718c0444848c7faf679	https://www.bing.com/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20PG29%203D%20model	https://www.bing.com/images/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20PG29
UC3020040138	金福隆	AD34.5	//duckduckgo.com/l/?uddg=https%3A%2F%2Fwww.jflo.com.cn%2F&rut=9f06c4f25263ed3e5716ebf4ea68c2838facbdb4f5a7c718c0444848c7faf679	https://www.bing.com/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20AD34.5%203D%20model	https://www.bing.com/images/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20AD34.5
UC3020040139	金福隆	AD21.2	//duckduckgo.com/l/?uddg=https%3A%2F%2Fwww.jflo.com.cn%2F&rut=9f06c4f25263ed3e5716ebf4ea68c2838facbdb4f5a7c718c0444848c7faf679	https://www.bing.com/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20AD21.2%203D%20model	https://www.bing.com/images/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20AD21.2
UC3020040140	亞德客	F-SC32SH		https://www.bing.com/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-SC32SH%203D%20model	https://www.bing.com/images/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-SC32SH
UC3020040141	無	帶把手触摸屏安装盒,4.3寸人機用,CPAM-119*93/K0/65/迷你USB/上側不銹鋼彎把手		https://www.bing.com/search?q=%E7%84%A1%20%E5%B8%B6%E6%8A%8A%E6%89%8B%E8%A7%A6%E6%91%B8%E5%B1%8F%E5%AE%89%E8%A3%85%E7%9B%92%2C4.3%E5%AF%B8%E4%BA%BA%E6%A9%9F%E7%94%A8%2CCPAM-119%2A93/K0/65/%E8%BF%B7%E4%BD%A0USB/%E4%B8%8A%E5%81%B4%E4%B8%8D%E9%8A%B9%E9%8B%BC%E5%BD%8E%E6%8A%8A%E6%89%8B%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20%E5%B8%B6%E6%8A%8A%E6%89%8B%E8%A7%A6%E6%91%B8%E5%B1%8F%E5%AE%89%E8%A3%85%E7%9B%92%2C4.3%E5%AF%B8%E4%BA%BA%E6%A9%9F%E7%94%A8%2CCPAM-119%2A93/K0/65/%E8%BF%B7%E4%BD%A0USB/%E4%B8%8A%E5%81%B4%E4%B8%8D%E9%8A%B9%E9%8B%BC%E5%BD%8E%E6%8A%8A%E6%89%8B
UC3020040142	亞德客	F-MQ-S12		https://www.bing.com/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-MQ-S12%203D%20model	https://www.bing.com/images/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-MQ-S12
UC3020040143	新光	XINGO-300M	//duckduckgo.com/l/?uddg=https%3A%2F%2Fnbank.skbank.com.tw%2F&rut=e8088ab1d5de82d20953d912e616dd971c00fe86c78f6fa67d790e980e9e104c	https://www.bing.com/search?q=%E6%96%B0%E5%85%89%20XINGO-300M%203D%20model	https://www.bing.com/images/search?q=%E6%96%B0%E5%85%89%20XINGO-300M
UC3020040146	無	CRMPMB-M40-240300		https://www.bing.com/search?q=%E7%84%A1%20CRMPMB-M40-240300%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20CRMPMB-M40-240300
UC3020040147	研華	ETHERSERVO		https://www.bing.com/search?q=%E7%A0%94%E8%8F%AF%20ETHERSERVO%203D%20model	https://www.bing.com/images/search?q=%E7%A0%94%E8%8F%AF%20ETHERSERVO
UC3020040148	亞德客	F-SC160SH		https://www.bing.com/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-SC160SH%203D%20model	https://www.bing.com/images/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-SC160SH
UC3020040149	亞德客	F-SC63SH		https://www.bing.com/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-SC63SH%203D%20model	https://www.bing.com/images/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-SC63SH
UC3020040152	亞德客	F-MQ-S40		https://www.bing.com/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-MQ-S40%203D%20model	https://www.bing.com/images/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-MQ-S40
UC3020040153	程普	CPAM-295*250*85/192*138/UK6/上128孔/下USB孔/背24孔		https://www.bing.com/search?q=%E7%A8%8B%E6%99%AE%20CPAM-295%2A250%2A85/192%2A138/UK6/%E4%B8%8A128%E5%AD%94/%E4%B8%8BUSB%E5%AD%94/%E8%83%8C24%E5%AD%94%203D%20model	https://www.bing.com/images/search?q=%E7%A8%8B%E6%99%AE%20CPAM-295%2A250%2A85/192%2A138/UK6/%E4%B8%8A128%E5%AD%94/%E4%B8%8BUSB%E5%AD%94/%E8%83%8C24%E5%AD%94
UC3020040154	無	RS-BHZ-88黑色φ22平頭保護罩		https://www.bing.com/search?q=%E7%84%A1%20RS-BHZ-88%E9%BB%91%E8%89%B2%CF%8622%E5%B9%B3%E9%A0%AD%E4%BF%9D%E8%AD%B7%E7%BD%A9%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20RS-BHZ-88%E9%BB%91%E8%89%B2%CF%8622%E5%B9%B3%E9%A0%AD%E4%BF%9D%E8%AD%B7%E7%BD%A9
UC3020040155	无	184mm 10孔	//duckduckgo.com/l/?uddg=https%3A%2F%2Fval.qq.com%2Fmain.html&rut=f87f33fc1f690dd84270620d8309fb292899ac248f7694dabb8f36a47cf91f02	https://www.bing.com/search?q=%E6%97%A0%20184mm%2010%E5%AD%94%203D%20model	https://www.bing.com/images/search?q=%E6%97%A0%20184mm%2010%E5%AD%94
UC3020040156	亞德客	F-SC50SH		https://www.bing.com/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-SC50SH%203D%20model	https://www.bing.com/images/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-SC50SH
UC3020040157	亞德客	F-SC80SH		https://www.bing.com/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-SC80SH%203D%20model	https://www.bing.com/images/search?q=%E4%BA%9E%E5%BE%B7%E5%AE%A2%20F-SC80SH
UC3020040158	無	不鏽鋼接線管D20		https://www.bing.com/search?q=%E7%84%A1%20%E4%B8%8D%E9%8F%BD%E9%8B%BC%E6%8E%A5%E7%B7%9A%E7%AE%A1D20%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20%E4%B8%8D%E9%8F%BD%E9%8B%BC%E6%8E%A5%E7%B7%9A%E7%AE%A1D20
UC3020040159	無	耐高溫接線盒		https://www.bing.com/search?q=%E7%84%A1%20%E8%80%90%E9%AB%98%E6%BA%AB%E6%8E%A5%E7%B7%9A%E7%9B%92%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20%E8%80%90%E9%AB%98%E6%BA%AB%E6%8E%A5%E7%B7%9A%E7%9B%92
UC3020040164	仟特	PCT-214		https://www.bing.com/search?q=%E4%BB%9F%E7%89%B9%20PCT-214%203D%20model	https://www.bing.com/images/search?q=%E4%BB%9F%E7%89%B9%20PCT-214
UC3020040165	仟特	PCT-215		https://www.bing.com/search?q=%E4%BB%9F%E7%89%B9%20PCT-215%203D%20model	https://www.bing.com/images/search?q=%E4%BB%9F%E7%89%B9%20PCT-215
UC3020040166	仟特	PCT-218		https://www.bing.com/search?q=%E4%BB%9F%E7%89%B9%20PCT-218%203D%20model	https://www.bing.com/images/search?q=%E4%BB%9F%E7%89%B9%20PCT-218
UC3020040167	仟特	PCT-2133		https://www.bing.com/search?q=%E4%BB%9F%E7%89%B9%20PCT-2133%203D%20model	https://www.bing.com/images/search?q=%E4%BB%9F%E7%89%B9%20PCT-2133
UC3020040168	賀電	C3Y-002-R-G-Y		https://www.bing.com/search?q=%E8%B3%80%E9%9B%BB%20C3Y-002-R-G-Y%203D%20model	https://www.bing.com/images/search?q=%E8%B3%80%E9%9B%BB%20C3Y-002-R-G-Y
UC3020040169	無	尺寸400*265mm，屏開孔291*202mm，3個φ22mm按鈕孔		https://www.bing.com/search?q=%E7%84%A1%20%E5%B0%BA%E5%AF%B8400%2A265mm%EF%BC%8C%E5%B1%8F%E9%96%8B%E5%AD%94291%2A202mm%EF%BC%8C3%E5%80%8B%CF%8622mm%E6%8C%89%E9%88%95%E5%AD%94%203D%20model	https://www.bing.com/images/search?q=%E7%84%A1%20%E5%B0%BA%E5%AF%B8400%2A265mm%EF%BC%8C%E5%B1%8F%E9%96%8B%E5%AD%94291%2A202mm%EF%BC%8C3%E5%80%8B%CF%8622mm%E6%8C%89%E9%88%95%E5%AD%94
UC3020040190	金福隆	M22*1.5/AD21.2	//duckduckgo.com/l/?uddg=https%3A%2F%2Fwww.jflo.com.cn%2F&rut=9f06c4f25263ed3e5716ebf4ea68c2838facbdb4f5a7c718c0444848c7faf679	https://www.bing.com/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20M22%2A1.5/AD21.2%203D%20model	https://www.bing.com/images/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20M22%2A1.5/AD21.2
UC3020040205	金福隆	M25*1.5/AD21.2/7-11	//duckduckgo.com/l/?uddg=https%3A%2F%2Fwww.jflo.com.cn%2F&rut=9f06c4f25263ed3e5716ebf4ea68c2838facbdb4f5a7c718c0444848c7faf679	https://www.bing.com/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20M25%2A1.5/AD21.2/7-11%203D%20model	https://www.bing.com/images/search?q=%E9%87%91%E7%A6%8F%E9%9A%86%20M25%2A1.5/AD21.2/7-11
UC3020040231	廣州利索五金（淘寶）	卡扣孔塞		https://www.bing.com/search?q=%E5%BB%A3%E5%B7%9E%E5%88%A9%E7%B4%A2%E4%BA%94%E9%87%91%EF%BC%88%E6%B7%98%E5%AF%B6%EF%BC%89%20%E5%8D%A1%E6%89%A3%E5%AD%94%E5%A1%9E%203D%20model	https://www.bing.com/images/search?q=%E5%BB%A3%E5%B7%9E%E5%88%A9%E7%B4%A2%E4%BA%94%E9%87%91%EF%BC%88%E6%B7%98%E5%AF%B6%EF%BC%89%20%E5%8D%A1%E6%89%A3%E5%AD%94%E5%A1%9E
UC3020050004				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
UC3020050005				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
UC3020050009				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
UC3020050010				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
UC3020050012	明偉	LRS-100-3.3		https://www.bing.com/search?q=%E6%98%8E%E5%81%89%20LRS-100-3.3%203D%20model	https://www.bing.com/images/search?q=%E6%98%8E%E5%81%89%20LRS-100-3.3
UC3020050013	明偉	LRS-150-24		https://www.bing.com/search?q=%E6%98%8E%E5%81%89%20LRS-150-24%203D%20model	https://www.bing.com/images/search?q=%E6%98%8E%E5%81%89%20LRS-150-24
UC3020050019	明偉	NDR-240-24		https://www.bing.com/search?q=%E6%98%8E%E5%81%89%20NDR-240-24%203D%20model	https://www.bing.com/images/search?q=%E6%98%8E%E5%81%89%20NDR-240-24
UC3020050020	研華			https://www.bing.com/search?q=%E7%A0%94%E8%8F%AF%203D%20model	https://www.bing.com/images/search?q=%E7%A0%94%E8%8F%AF
UC3020050021	台達	DRL-24V120W1EN		https://www.bing.com/search?q=%E5%8F%B0%E9%81%94%20DRL-24V120W1EN%203D%20model	https://www.bing.com/images/search?q=%E5%8F%B0%E9%81%94%20DRL-24V120W1EN
UC3020050022	明偉	MDR-60-24		https://www.bing.com/search?q=%E6%98%8E%E5%81%89%20MDR-60-24%203D%20model	https://www.bing.com/images/search?q=%E6%98%8E%E5%81%89%20MDR-60-24
UC3020050023	明偉	MDR-20-5		https://www.bing.com/search?q=%E6%98%8E%E5%81%89%20MDR-20-5%203D%20model	https://www.bing.com/images/search?q=%E6%98%8E%E5%81%89%20MDR-20-5
UC3020050025	明偉	EDR-75-24		https://www.bing.com/search?q=%E6%98%8E%E5%81%89%20EDR-75-24%203D%20model	https://www.bing.com/images/search?q=%E6%98%8E%E5%81%89%20EDR-75-24
UC3020050026	明偉	NDR-480-48		https://www.bing.com/search?q=%E6%98%8E%E5%81%89%20NDR-480-48%203D%20model	https://www.bing.com/images/search?q=%E6%98%8E%E5%81%89%20NDR-480-48
UC3020050037	長城	G11金牌全模組		https://www.bing.com/search?q=%E9%95%B7%E5%9F%8E%20G11%E9%87%91%E7%89%8C%E5%85%A8%E6%A8%A1%E7%B5%84%203D%20model	https://www.bing.com/images/search?q=%E9%95%B7%E5%9F%8E%20G11%E9%87%91%E7%89%8C%E5%85%A8%E6%A8%A1%E7%B5%84
UC3020050038	明緯	LRS-450-48		https://www.bing.com/search?q=%E6%98%8E%E7%B7%AF%20LRS-450-48%203D%20model	https://www.bing.com/images/search?q=%E6%98%8E%E7%B7%AF%20LRS-450-48
UC3020060002				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
UC3020060003				https://www.bing.com/search?q=%203D%20model	https://www.bing.com/images/search?q=
